id_musée;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE;SITWEB;PERIODE OUVERTURE
113;Musée des Arts D'Afrique et D'Asie;11, Rue Mounin;03200;VICHY;0470977640;www.musee-aaa.com;Ouvert du mardi au dimanche de 14h à 18 h de début mai à fin octobre
114;Musée des Sciences;Château Saint Etienne;15000;AURILLAC;0471480700;www.aurillac.fr;Ouvert de janvier à mi-juin et de septembre à décembre du mardi au samedi de 14h à l8h et de mi-juin au 4 septembre du lundi au samedi de 10h à 18h30 et le dimanche de 14h à 18h30
115;Musée d'Art et d'Archéologie;"Centre Culturel Pierre Mendès France
37, rue des Carmes";15012;AURILLAC Cedex;0471454610;www.ville-aurillac.fr;"Ouvert de février à novembre du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h en juillet-août
Expositions temporaires (Ecuries) du lundi au samedi de 13h30 à 18h30
Expositions temporaires (Sellerie) du mardi au samedi de 14h à 1"
116;Ecomusée de Margeride-Haute-Auvergne;"La Tour
Jardin de Saint-Martin";15320;RUYNES-EN-MARGERIDE;0471234296;www.pays-saint-flour.fr ou www.cc-paysdesaintflour.fr;Ouvert tous les jours en juin et septembre tous les jours de 14h à 18h et en juillet aôut tous les jours de 10h à 13h et de 15h à 19h
117;Musée d'art et d'histoire Alfred Douët;"Maison consulaire
17, Place d'Armes";15100;SAINT-FLOUR;0471604499;www.musee-douet.com;Ouvert du 2 mai au 30 septembre tous les jours de 10h à 12h et de 14h à 18h, du 1er octobre au 30 avril le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h
118;Musée de la Haute Auvergne;"Palais épiscopal
1, Place d'Armes";15100;SAINT-FLOUR;0471602232;www.auvergne-centrefrance.com/geotouring/musees/detail/mus154.htm;Ouvert de mai à fin octobre tous les jours de 10h à 12h et de 14h à 18h, de novembre à fin avril le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h
119;Musée de Paléontologie;Place de l'église;43380;CHILHAC;0471774726;http://www.museechilhac.fr;Ouvert (Pâqes à la Toussaint) avril à juin et de septembre à Toussaint le dimanche et jours fériés de 14h à 18h, et en juillet-août tous les jours de 10h à 12h et de 15h à 19h
120;Musée des Arts et Traditions Populaires de Haute Loire;;43100;LAVAUDIEU;0471760890;Site des amis de Lavaudieu - www.abbayedelavaudieu.fr;Ouvert d'avril à juin, et de septembre à novembre du mercredi au lundi de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 12h et de 14h à 19h
121;Musée Crozatier;Jardin Henri Vinay;43000;LE PUY-EN-VELAY;0471066240;www.lepuyenvelay.fr;Ouvert de juin à septembre de 10h à 13h et de 14h à 19h et d'octobre à novembre de 10h à 12h et de 14h à 16h
122;Musée des Manufactures de Dentelles;14, avenue de la Gare;43130;RETOURNAC;0471594163;www.ville-retournac.fr/musee;"Ouvert tous les jours de 14h à 18h / et de 14h à 19h en juillet et août.
."
123;Musée de la Ferblanterie;;43300;SAINT ARCONS D'ALLIER;0471740204;;
124;Musée de la Dentelle;53, Route Nationale;63220;ARLANC;0473950003;www.arlanc.fr/dentelle/index.php;Ouvert du 1er mai au 30 juin week-end et jours fériés de 14h à 18h, du 1er juillet au 31 août tous les jours de 14h à 18h,  du 1er au 30 septembre les week-end de 14h à 18h
125;Muséum d'Histoire Naturelle Henri-Lecoq;15, rue Bardoux;63000;CLERMONT-FERRAND;0473423200;www.clermont-ferrand.fr/-Museum-Henri-Lecoq-.html;Ouvert d'octobre à avril du mardi au samedi de 10h à 12h et de 14h à 17h dimanche de 14h à 17h, du 1er mai au 30 septembre de 10h à 12h et de 14h à 18h
126;Musée d'Archéologie Bargoin;45, rue Ballainvilliers;63000;CLERMONT-FERRAND;0473426970;www.clermont-ferrand.fr/-Musee-Bargoin-.html;Ouvert du mardi au samedi de 10h à 12h et de 13h à 17h, le dimanche de 14h à 19h
127;Musée d'Art Roger-Quillot;"Quartier historique de Montferrand
Place Louis Deteix";63100;CLERMONT-FERRAND;0473161130;http://museedart.clermont-ferrand.fr;Ouvert du mardi au vendredi de 10h à 18h et du samedi au dimanche de 10h à 12h et de 13h à 18h
128;Musée Départemental de la Céramique Gallo-Romaine;"39, Rue de la République
B.P. 30";63190;LEZOUX;0473734242;"www.puydedome.fr rubrique ""découvrir le Puy-de-Dôme""";"Ouvert du 1er octobre au 31 mars : 10h à 17h en semaine et de 14h à 18h le week-end
et du 1er avril au 30 septembre de 10h à 18h en semaine et de 14h à 19h le week-end."
129;Musée des Pénitents Blancs;Place de l'Eglise;63940;MARSAC-EN-LIVRADOIS;0473956008;www.livradois.com/marsac/penitent/index.htm;Ouvert en Juillet et août tous les jours de 14h30h à 18h30, hors saison sur rendez-vous
130;Musée Paléontologique;Le Bourg;63560;MENAT;0473855029;;Ouvert de Pâques à fin mai week-end et jours fériés de 10h30 à 12h et de 14h à 18h30 et de juin à septembre du mercredi au lundi de 10h30 à 12h et de 14h à 18h30
131;Musée Lapidaire;Place de l'Abbaye;63200;MOZAC;0473389994;www.riom-communaute.fr;Visite incluse dans visite globale de l'abbatiale Saint-Pierre de Mozac qui a lieu les jeudis à 15h pendant les vacances scolaires d'octobre à mai et les jeudis, vendredis, dimanches à 15h de juin à septembre
132;Musée Municipal;Parc du Prélong;63790;MUROL;0473886006;www.musee-murol.fr/;Ouvert du 1er juin au 31 octobre tous les jours de 10h à 12h et de 14h30 à 18h30. Le reste de l'année du mercredi au dimanche de 10h à 12h et de 14h à 18h30.
133;Musée Francisque Mandet;14, Rue de l'Hôtel de Ville;63200;RIOM;0473381853;www.riom-communaute.fr;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 17h30 de septembre à juin, et en  juillet-août de 10h à 12h30 et de 14h30 à 18h
134;Musée Régional d'Auvergne;10 bis, Rue Delile;63200;RIOM;0473381731;www.riom-communaute.fr;Ouvert du mardi au dimanche de 14h à 17h30, et en  juillet-août de 14h à 18h, du week-end de la nuit des musées au 15 novembre
135;Musée Municipal de la Coutellerie;58, Rue de la Coutellerie;63300;THIERS;0473805886;www.ville-thiers.fr/Musee-de-la-Coutellerie;"Ouverture du musée  d'octobre à mai du mardi au dimanche de 10h à 12h et de 14h à 18h, en juin et septembre tous les jours de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 12h30 et de 13h30 à 19h.
Ouverture de la Vallée des Rouets de"
136;Musée Municipal Marcel Sahut;2, rue des Ecoles;63530;VOLVIC;0473335733;www.ville-volvic.fr;Ouvert d'avril à octobre du mardi au dimanche de 14h à 18h. Pour les groupe sur réservation de novembre à mars
137;SPL Muséoparc Alésia;"B.P. 49
1, Route des Trois Ormeaux";21150;ALISE-SAINTE-REINE;0380969623;www.alesia.com;Ouverture du CI du 14 février au 30 novembre inclus, des vestiges du 14 février au 11 novembre inclus tous les jours. Du 14 février au 31 mars de 10h à 17h, d'avril à juin de 10h à 18h, en juillet-août de 10h à 19h, en septembre-octobre de 10h à 18h en no
138;Musée Bonaparte;"Bibliothèque Municipale
Passage Xavier Girault";21130;AUXONNE;0380374252;Site des musées de la région ou site de la ville;Ouvert de mai à septembre tous les jours de 10h à 12h et de 15h à 18h
139;Musée des Beaux-Arts;"Porte Marie de Bourgogne
6, boulevard Perpreuil";21200;BEAUNE;0380249870;www.musees-bourgogne.org ou www.beaune.fr;Ouvert de 11h à 18h tous les jours sf lundi et mardi d'octobre à avril (sf à  Pâques) et tous les jours sf mardi d'avril à septembre
140;Musée du Vin de Bourgogne;"Hôtel des Ducs
Rue d'Enfer";21200;BEAUNE;0380220819;www.musees-bourgogne.org ou www.beaune.fr;Ouvert de 11h à 18h tous les jours sf lundi et mardi d'octobre à avril (sf à Pâques) et tous les jours sf mardi d'avril à septembre
141;Musée E.J Marey;Hôtel de Ville;21200;BEAUNE;0380245692;www.musees-bourgogne.org;
142;Musée de la Sidérurgie Grande Forge;La Grande Forge;21500;BUFFON;0380921035;;
143;Musée du Pays Châtillonnais - Trésor de Vix;14, Rue de la Libération;21400;CHATILLON-SUR-SEINE;0380912467;www.musee-vix.fr;Ouvert du 1er septembre au 30 juin du mercredi au lundi de 9h à 12h et de 14h à 18h et du 1er juillet  au 31 août tous les jours de 10h à 19h
144;Musée Magnin;4, rue des Bons Enfants;21000;DIJON;0380671110;www.musee-magnin.fr;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h
145;Muséum - Jardin des Sciences;"Parc de l'Arquebuse
14, Rue Jehan de Marville - 1 Avenue Albert 1er";21000;DIJON;0380488200;www.dijon.fr;Ouvert le lundi et du mercredi au vendredi de 9h à12h30 et de 14h à 18h, samedi et dimanche de 14h à 18h. En juillet août de 14h à 19h. Le mardi ouvert sur réservation pour les groupes
146;Musée de la Vie Bourguignonne, Perrin de Puycousin;"Monastère des Bernardines
15-17, rue Sainte-Anne";21000;DIJON;0380488090;www.musees-bourgogne.org;Ouvert du 1er avril auu 31 octobre du mercredi au dimanche de 9h30 à 12h30 et de 14h à 18h, du 1er novembre au 31 mars les mercredis, samedis et dimanches de 9h30 à 12h30 et de 14h à 18h
147;Musée d'Art Sacré;"Monastère des Bernardines
15-17, rue Sainte-Anne";21000;DIJON;0380488090;Site des musées de Bourgogne;Ouvert du 1er avril auu 31 octobre du mercredi au dimanche de 9h30 à 12h30 et de 14h à 18h, du 1er novembre au 31 mars les mercredis, samedis et dimanches de 9h30 à 12h30 et de 14h à 18h
148;Musée François Rude;8, Rue Vaillant;21000;DIJON;0380745270;http://mba.dijon.fr ou www.ville-dijon.fr;Ouvert de mai à octobre du mercredi au lundi de 9h30 à 18h et de novembre à avril de 10h à 17h
149;Musée des Beaux-Arts;"Palais des Ducs et des Etats de Bourgogne
CS 73310";21033;DIJON Cedex;0380745209;http://mba.dijon.fr ou www.ville-dijon.fr;Ouvert du mercredi au lundi du 2 mai au 31 octobre de 9h30 à 18h et du 2 novembre au 30 avril de 10h à 17h
150;Musée Archéologique;"5, Rue du Docteur Maret
CS 73310";21033;DIJON Cedex;0380488370;Site des musées de Bourgogne - www.musees-bourgogne.org;Ouvert du 1er avril auu 31 octobre du mercredi au dimanche de 9h30 à 12h30 et de 14h à 18h, du 1er novembre au 31 mars les mercredis, samedis et dimanches de 9h30 à 12h30 et de 14h à 18h
151;Musée Noisot;Mairie de Fixin;21220;FIXIN;0380524552;Site des musée de Bourgogne;Ouvert du 16 avril au 17 spetembre samedi et dimanche de 14h30 à 18h30
152;Musée des Arts et Traditions des Hautes-Côtes;1 PLACE DE LA FONTAINE;21220;GEVREY-CHAMBERTIN - Reulle Vergy;0380614095;;
153;Musée des Beaux-Arts;"Chapelle des Ursulines
Rue Piron";21500;MONTBARD;0380925042;http://www.montbard.com/;Ouvert sur demande et réservation
154;Musée Buffon;"Anciennes Ecuries de Buffon
B.P. 90";21506;MONTBARD cedex;0380925042;http://www.montbard.com/ ou Site des musées de Bourgogne;Musée Buffon est ouvert toute l’année, d’avril à septembre du mercredi au dimanche de 10h à 12h et de 14h à 18h, d’octobre à mars du mercredi au vendredi de 14h à 17h et le week-end de 10h à 12h et de 14h à 17h. Le parc Buffon toute l’année, visites guidé
155;Musée Municipal;12, Rue Camille Rodier;21700;NUITS-SAINT-GEORGES;0380620137;Site des musées de Bourgogne;Ouvert du 2 mai au 31 octobre du mercredi au lundi de 10h à 12h et de 14h à 18h. Pour les groupes ouverture sur réservation toute l'année
156;Musée Municipal François Pompon;3, Place du Docteur Roclore;21210;SAULIEU;0380641951;Site des musées de Bourgogne ou www.saulieu.fr;Ouvert du 1er avril au 30 septembre le lundi 10h à 12h30, du mercredi au samedi de 10h à 12h30 et de 14h à 18h et du 1er octobre au 31 décembre et en mars de 10h à 12h30 et de 14h à 17h30. Dimanches et jours fériés de 10h30 à 12h et de 14h30 à 17h
157;Musée Municipal;3, Rue Jean-Jacques Collenot;21140;SEMUR-EN-AUXOIS;0380972425;Site des musées de Bourgogne;Ouvert du 1er novembre au 30 mars, mercredi, jeudi vendredi et samedi de 14h à 18h, du 1er avril au 31 octobre lundi, mercredi, jeudi, vendredi et dimanche de 14h à 18h
158;Musée du Costume;16-18, rue Saint Christophe;58120;CHATEAU-CHINON;0386851855;www.cg58.fr/patrimoi/costu.htm;Ouvert des vacances de février au 30 avril et du 1er octobre au 31 décembre de 10 à 12h et de 14 à 18h,du 1er mai au 30 juin et en septembre de 10 à 13h et de 14 à 18h - Juillet/août tlj de 10 à 13h et de 14 à 19h
159;Musée du Septennat;6, rue du Château;58120;CHATEAU-CHINON;0386606762;www.cg58.fr;Ouvert des vacances de février au 30 avril et du 1er octobre au 31 décembre de 10 à 12h et de 14 à 18h,du 1er mai au 30 juin et en septembre de 10 à 13h et de 14 à 18h - Juillet/août tlj de 10 à 13h et de 14 à 19h
160;Musée d'Art et d'Histoire Romain Rolland;Avenue de la République;58500;CLAMECY;0386271799;www.musees-bourgogne.org;Ouvert de 10h à 12h et de 14h à 18h, le lundi et du mercredi au samedi, le dimanche de 14h à 18h du 1er mai au 30 septembre, et du mercredi au samedi du 1er octobre au 15 novembre et du 16 mars au 30 avril
161;Musée de la Loire de Cosne sur Loire;Place de la Résistance;58200;COSNE-SUR-LOIRE;0386267102;www.mairie-cosnessurloire.fr/Services/MUSEEE/ACCUEIL.htm;Ouvert de mars à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h, samedi, dimanche et jours fériés de 14h à 18h. De novembre à décembre le lundi et du mercredi au samedi de 10h à 12h et de 14h à 17h30, samedi et jours fériés de 14h à 17h30
162;Musée Municipal;33, Rue des Chapelains;58400;LA CHARITE-SUR-LOIRE;0386703483;Site de l'OTSI ou des musées de Bourgogne;Ouvert de juin à septembre de 10h à 12h et de 15h à18h. Pendant les expositions du mercredi au dimanche de 10h à 12h et de 15h à 18h
163;Musée de la Mine;1, Avenue de la République;58260;LA MACHINE;0386509108;www.sud-nivernais.fr;Ouvert du 1er mars au 14 juin et du 16 septembre au 31 octobre les dimanches et jours fériés de 14h à 18h, du 15 juin au 15 septembre tous les jours de 14h à 18h. Ouvert pour les groupes (+ 12 pers.) tous les jours sur rendez-vous du 1er mars au 31 octobr
164;Musée de la Faïence Frédéric Blandin;16, rue Saint-Genest;58000;NEVERS;0386684460;www.musee-faience.nevers.fr;Ouvert du mardi au dimanche de mai à septembre de 10h à 18h30, d'octobre à avril de 13h-17h30 et les week-ends de 10h à 12h et de 14h à 18h
165;Musée Archéologique du Nivernais (Porte du Croux);"Société Nivernaise des Lettres et Sciences et Arts
Rue de la Porte du Croux";58000;NEVERS;0386591785;Conseil général;Ouvert uniquement lors des journées européennes du patrimoine
166;Musée Ernest Guédon;17, quai Jules-Pabiot;58150;POUILLY-SUR-LOIRE;0386935454;;
167;Musée du Grès de Puisaye;Château de Saint-Amand;58310;SAINT-AMAND-EN-PUISAYE;0386397497;www.cg58.fr - Site musées de Bourgogne;Ouvert du 1er juin au 30 septembre tous les jours de 10h à 12h30 et de 14h30 à 18h30
168;Musée Auguste Grasset;Place de la Mairie;58210;VARZY;0386297203;www.cg58.fr ou www.musees-bourgogne.org;Ouvert en avril et en octobre le samedi et dimanche de 13h30 à 18h30, de début mai à fin septembre du mercredi au lundi de 13h30 à 18h30
169;Musée Lapidaire Saint-Nicolas;Rue Saint Nicolas;71400;AUTUN;0385523571;;
170;Museum d'Histoire Naturelle Jacques de La Comble;14, Rue Saint-Antoine;71400;AUTUN;0385520915;www.autun.com/tourisme/museum.php;Ouvert en juin du lundi au vendredi de 14h à 17h30, en juillet et août du mercredi au dimanche de 14h à 17h30, durant les autres périodes le mercredi de 17h à 17h et sur rendez-vous pour les autres jours
171;Musée Verger Tarin;Rue des Sous-Chantres;71400;AUTUN;0385520484;;
172;Musée Rolin;3, rue des Bancs;71400;AUTUN;0385542160;www.autun.com ou Site des musées de Bourgogne; de mi-février à fin mars du lundi au samedi de 10h à 12h et de 14h à 17h, le dimanche de 14h à 17h, du 1er avril au 30 juin de 9h30 à 12h et de 13h30 à 18h, septembre de 9h30 à 12h et de 13h30 à 18h, juillet à septembre de 10h à 13h et de 14h à 18h, de j
173;Musée de la Mine;34, rue du Bois Clair;71450;BLANZY;0385682285;www.ecomusee-creusot-montceau.fr Site des musées de Bourgogne et de l'écomusée;"d'avril à fin octobre les samedi, dimance et jours fériés de 14h à 19h30
de juillet à fin août tous les jours sauf le mardi de 14h à 19h30"
174;Musée Saint-Nazaire;Rue St Nazaire;71140;BOURBON-LANCY;0385892323;Site des musées de Bourgogne ou www.bourbon-lancy.com/musees_fr_02_07_02.html;Ouvert en juillet août de 15h à 18h - ouverture exceptionnelle lors de la nuit des musées et JEP et sur demande
175;Musée Denon;Place de l'hotel de ville;71100;CHALON-SUR-SAONE;0385947441;site des musées de Bourgogne;Ouvert du mercredi au lundi de 9h30 à 12h et de 14h à 17h30
176;Musée Nicéphore Niepce;28, Quai des Messageries;71100;CHALON-SUR-SAONE;0385484198;www.museeniepce.com;Ouvert de septembre à juin de 9h30 à 11h30 et de 14h à 17h45 et en juillet-août de 10h à 18h
177;Musée du Prieuré de Charolles;Rue du Prieuré;71120;CHAROLLES;0385242474;Site des musées de Bourgogne ou site de la ville - http://www.ville-charolles.fr/musee-du-prieure;Ouvert en mai tous les week-end de 14h à 18h, en juillet-août du mercredi au lundi de 14h à 18h, en juin et septembre du mercredi au lundi de 14h à 18h
178;Musée René Davoine;32, rue René Davoine;71120;CHAROLLES;0385883601;www.institut-charolais.com (site de l'office du tourisme);
179;Musée d'Art et d'Archéologie;"Palais Jean de Bourbon
Parc Abbatial - B.P. 10022";71250;CLUNY;0385591279;Site des musées de Bourgogne;Ouvert d'octobre à mars de 9h30 à 17h, d'avril à juin et septembre de 9h30 à 18h en juillet août de 9h30 à 17h
180;Musée de l'Homme et de l'Industrie - Ecomusée de la Communauté Le Creusot-Monceau-Les-Mines;"Château de la Verrerie
B.P. 53";71202;LE CREUSOT Cedex;0385739200;www.ecomusee-creusot-montceau.fr;Ouvert en basse saison en semaine de 10h à 12h et de 14h à 16h45, week-end et jours fériés  de 14h à 16h. En juillet, août, d'avril à juin et septembre en semaine de 10h à 12h et de 14h à 18h, week-end et jours fériés de 14h à 18h
181;"L'Atelier d'un Journal"" de Louhans - Musée Municipal";29, Rue des Dodânes;71500;LOUHANS;0385760341;www.ecomusee-de-la-bresse.com ou site des musées de Bourgogne;Ouvert du 15 mai au 30 septembre tous les jours de 14h à 18h, du 1er octobre au 14 mai du lundi au vendredi de 14h à 18h
182;Musée des Ursulines;5, rue des Ursulines;71000;MACON;0385399038;http://www.macon.fr/Culture-sports-et-loisirs/Les-Musees-de-Macon;Ouvert du mardi au samedi de 10 h à 12 h et de 14 h à 18 h, et le dimanche et autres jours fériés de 14h à 18h
